ID_Info,SAP_Technologies,Programming_Languages,Databases,Web_Technologies,Communication_Skills,Business_Skills,Technical_Skills,Development_Tools,Other_Skills
123016,Ajex; .Net; Asp .Net; C#; SQL,Javascript,,,,,,,JQUERY; Vb .Net
43175,Advanced Excel; Lending; General Ledger; SQL,,,,,,,,Reconciliation
115966,call centre; inbound process; female telecaller; female telesales; Telecalling; telemarketing; voice process; telecaller,female cce,,,,,,,female customer care executive; Calling; outbound; telesales
72215,Physiotherepy; Homeopath; BDS; Dentist; Biotechnology,Medical,,,,,,,BHMS; Pharmacy
54581,iphone; json; xcode; cocoa touch; xml; database,problem solving skills,,,,,,,standards; objective c; coding
56863,General Trade; Inventory Management; Verbal Communication; Customer Focus; Visual Merchandising; Strategic Planning,Modern Trade,,,,,,,Sales Promotion; Sampling; Store Management
70378,AR; annual operation plan; cash flow planning; Accounting; Financial Management; Cash Flow,Finance,,,,,,,Ap; Ca; Payroll Processing; Senior Management
65704,tools; and quality; b e mechanical; productivity; monitoring; maintenance,company,,,,,,,building; press shop; production
119054,inbound; collection; international call centre; fresher; Customer service; cso; upselling; voice process,graduate,,,,,,,noida; cce; cco; tso; csr; customer care; customer support; bpo fresher; bpo
51022,flight; amendment; cancellation; refund; galileo; international bpo; ticketing; customer support,GDS,,,,,,,freshers; worldspan; international ticketing; travel; customer care; travel agency; amadeus; sabre; airlines; voice; bpo
86707,Materials; Purchase Order; Purchase Management; Material Procurement; Materials Manager,Vendor Assessment,,,,,,,Negotiation
72401,Inbound calls; international call center; Customer support associate; Customer support engineer; Technical support engineer; bpo,Technical support associate,,,,,,,Customer support executive; Technical support executive; voice process
99806,Shared Services; Front Office; Senior Management; Money Market,,,,,,,,
96872,derma; dermatological; Analytical Chemistry; analytical; method validation,method development,,,,,,,api
45971,railways; Railway electrification; electrification; transmission,,,,,,,,railway
73173,JSON; MongoDB; XML; Core Java; Spring Mvc; Web Services,JQuery,,,,,,,Javascript; Ajax; CSS
59334,Java Architect; Java Architecture; web application architect; Web application architecture; HTML; JavaScript; JQuery,SOA,,,,,,,JSON; Python; CSS; Ajax
114390,Rest; Java; JPA; Spring Framework; JMS; soap; J2EE; Oracle,Maven,,,,,,,Hibernate; JUnit; Tomcat; mysql
102651,MVC Authentication; stored procedures; JS Bootstrap; RAZOR; Javascript; C#; Web Technologies; Database,Entity Framework,,,,,,,ANGULAR JS; JQuery; HTML; MS SQL; MVC; ASP.NET; web programming; web development
36461,Solr; GIT; Javascript; HTML; Django; MVC Framework,Ajax,,,,,,,JQuery; MySQL; Python
97804,Simulink; Canoe; INCA; Canalyzer; MCU; MATLAB; Signal Processing; Algorithms,control system modelling,,,,,,,Control System Design; MPU; C; C++; Automotive; Embedded
42761,BBA; Sales; Marketing,,,,,,,,
116613,IMPS; UPI; NEFT; RTGS,,,,,,,,
92827,SAP SuccessFactors Integration; SAP APO Supply Network Planning; SAP Retail Point of Sale; SAP Hybris; SAP Retail,SAP CAR Planning for Retail,,,,,,,SAP ARIBA; SAP BPC
45828,General Manager - Finance,,,,,,,,
95275,Sales Management; Customer Focus; B2B; Corporate Sales,,,,,,,,B2B sales
6933,active; directory; group_policy; gpo; domain_controllers; microsoft_iis; operating_systems; system_administration; microsoft_exchange; messaging; microsoft_lync; tcp/ip; quest_migration_manager,microsoft_sccm,,,,microsoft_cluster_server,,,microsoft_wsus; dfs; microsoft_windows_server_2003; vmware_esx; microsoft_windows_2000; microsoft_windows_server; server_hardware; hyper-v; microsoft_windows_server_administration; infrastructure; microsoft_servers; microsoft_exchange_administration; blackberry_enterprise_server; activesync; wins; admt; msce
81865,Pathology; MD,,,,,,,,
125124,V; Communication Skills; Professional Communication; professional accent; v&amp;a trainer; Process Training; communication coach; voice coach,refresher training,,,,,,,process trainer; Voice; Accent; VNA; language coach; quality coach; language trainer
128296,good communication skills; time management; php; software development; cms; zencart,wordpress,,,,,,,drupal; open source; website
50872,handling; branch; broking; team management; sales; account opening,relationship manager,,,,,,,hiring; research; revenue generation
35688,infographics; Blogs; Blog Writing; PPT; Social Media Optimization,Social Media Marketing,,,,,,,Social Media
79082,Room Service; hotel; hotel management; hospitality; Operations Management,Beverage,,,,,,,Food; Restaurant; chef
6759,amazon; vpc,,,,,,,,
12850,Market Research; Market Analysis; IT Services; Secondary Research,,,,,,,,
51603,Maths; Mathematics; Calculus; US Shift; Professor; Lecturer,Integration,,,,,,,Differentiation; Teaching; Tutoring
113744,Firmware; IP Equipment; VB 6 and .Net; CE; IEEE; Multi - Threads; UI Control; Client server architecture; C#; Object Oriented Analysis; MS Access,IEC,,,,,,,UL; Windows Form; XML; GDI+; IP; IEC 61850; Bug Fixing; Coding; ECO; Scrum; C++; TDD; SQL; TCP; DNP
15438,System Engineering; java; pl; sql; autosys; Spring; SVN; OOAD,shell scripting,,,,,,,unix; Struts; MVC; Maven; WEB servers; design; Production support
65696,events; profit centre; promotional campaigns; organizing; customer relationship; retail,business development,,,,,,,institutional; sales marketing; marketing strategies
57796,Tax Returns; Articleship; inter; Fresher; TDS; Ca,Auditing,,,,,,,Taxation; Income Tax; Statutory Audit; ca inter
3157,centricity; idx; etm; tacl; scobol; fpm; engagement_management; medical_records; emr; pharmacy; impact; registered_nurse; public_health,hci,,,,rn,,,imanage; practice_management; public_speaking; sales_presentations; ambulatory_care; carpentry; health_care_it; apache_tapestry; software_analysis; revenue_management; epic; report_writer; nextgen; informatics; cpsi; lpn
6410,nanolithography,,,,,,,,
66171,X++; LLD; High Level Design; Team Leading; .Net; Technical Design,WCF,,,,,,,C#; Microsoft Dynamics AX; Solution Architecture
23292,Working Capital Finance; Transaction Banking; Trade Finance; Cash Management Services,,,,,,,,
16839,Assistant Manager - Billing &amp; Reconciliation,,,,,,,,
8291,proposals; marketing_strategy,,,,,,,,
26301,Scope Management; Customer Satisfaction; Change Management; Senior Management,,,,,,,,
17617,Group Policy,,,,,,,,
54355,IBM WCS; IBM WebSphere Commerce; Websphere Commerce; WCS,,,,,,,,
9713,sourcer; sourcers; sourcing; art; entertainment; animation; design; production,game,,,,,,,film; talent; talents; engineering
37958,Opencart; XML; Front End; Javascript; user interface,Web Services,,,,,,,Magento
100040,Inventory; Inward; Warehouse; Shipping; Logistics; Operations Management,Courier,,,,,,,Transportation; SCM; Order Fulfillment
12215,Trust; Accounting; accounts,,,,,,,,
11823,Ab Initio; Abinitio; Abinitio Developer,,,,,,,,
61225,International Call Center; Inbound; BPO; CSR; Customer Service; Customer Support,CSA,,,,,,,CSE; Voice Support; Outbound
58250,International Voice; ANYBPO VOICE EXP; anybpo international bpo exp; anybpo call centre exp; anybpo inbound exp,anybpo bpo exp,,,,,,,anybpo data exp; anybpo accent exp
76215,Educational Qualification; Technical Skills; Communication Skills; Hibernate; JSP,Java,,,,,,,Spring; MQ
58709,IT; Information Technology; Computer; ITES; Hardware; Airlines; CCNA; Routing; Networking,HR Recruiter,,,,,,,IT Manager; Networking Fresher; Software; Hiring; CCNP; Switching; Computer Hardware; Bgp; VLAN; Firewall; Network Engineering
106421,Staff Control; Staff Development; KFC; BARISTHA; Restaurant Management,Quick service,,,,,,,Star bucks; Mc donalds; restaurant
58800,JQuery; Java; JDBC; UI Development,Object Oriented Programming,,,,,,,MVC
122256,actuarial; pricing; insurance; actuary,,,,,,,,health
56017,search engine optimization analyst; search engine analyst; online marketing analyst; internet marketing analyst,,,,,,,,seo analyst
38986,Release; Build; QA Automation; Web UI; SCM,Testing Tools,,,,,,,Software Configuration Management; Version Control; Web Technologies
61799,MongoDB; Python; Django; Product Development,,,,,,,,Python Developer
54911,MFG solutions; MFG solution head; MFG; Manufacturing,,,,,,,,
72042,Chemistry; Jobs In chennai; Freshers jobs in chennai; jobs in coimbatore; graduates jobs in chennai; Biotechnology; Biochemistry; Msc,jobs in tamil nadu,,,,,,,jobs in hyderabad; Botany; Zoology; Microbiology; Bsc; Bioinformatics; Medical Coding
54138,development; english; proactive; experience; automation; rdbms,hyperion essbase,,,,,,,system maintenance; vb; optimization
43838,Profit; Loss; Accounting; Auditing; EPF,Tax Audit,,,,,,,Taxation; Payroll Processing
116768,IP; L3; L2; 802.1x; Networking; TCP,Routing Protocols,,,,,,,IP forwarding; VLAN; QOS; DHCP
86237,.net manager; dot net manager; technical pm; tech pm; Project Development; MVC; technical manager; technical project manager,Project Management,,,,,,,Software Development; Web Technologies; .Net; project manager; architect; solution architect
18751,Hemato- Oncology; BMT; Clinical Hematology; Pediatric Hematology,,,,,,,,
42845,Client Interaction; Software Engineering,,,,,,,,
105774,Consulting,,,,,,,,
60899,Customer service representative; customer service executive; customer support executive; customer care representative,,,,,,,,csr
73097,HTML; CSS; Javascript; Java; Lotus Notes,Sharepoint Server,,,,,,,ASP.Net
49630,Operational Head; Supply Chain Head; Operations Management; Warehouse; Labour Laws,SCM,,,,,,,Logistics; Operations; Supply Chain
59910,Rest; OSGI; Vaadin; Java; Web Technologies,SQL,,,,,,,SOAP; Scrum
122947,Technical Support,,,,,,,,
20593,Key Accounts; B2B Sales; Marketing; Market Research,Corporate Sales,,,,,,,Business Development
122595,Retail Banking,,,,,,,,
37129,Drafter; drawings; Control Systems; Computer Aided Design,,,,,,,,Design
107969,B2B research; Industry Analysis; Customer behavior; Customer Engagment; Market Research; Project Handling,Brand Studies Customer behavior,,,,,,,Channel Partner Satisfaction Studies; Client Handling; Project Execution; Consumer Research
109297,Accessories; soft toys; hardgoods; stationery; Garments and Accessories; sourcing,garment,,,,,,,material executive; Export House; Purchase Executive; vendor development
32718,gm; events; collections; customer service; online marketing; customer support,crm,,,,,,,real estate; erp; leasing
96921,Scrum Master; Agile Methodology; Software Development; Team Management,,,,,,,,Agile
6043,mental; ray,,,,,,,,
112515,HR; Client Relationship; Recruitment; Business Development; Hiring; Team Building,Operations Management,,,,,,,Account Management; Focus; Top Management
117560,Transition activities; Transition; solution planning; transition processes,,,,,,,,
15954,Sales Executive Activities; Market Mapping; Dealing; general trade; channel sales; channel management; dealer management,sales,,,,,,,Dealer Network; dealer; distribution; dealer distribution
66122,MRD; MRD Incharge; mrd supervisor; mrd head,,,,,,,,mrd manager
20411,creadit cards; Operations; Retail Banking; Avp,people management,,,,,,,Mortgage
97619,Indirect Taxation; Tax Returns; Auditing; VAT; Payables,Corporate Taxation,,,,,,,Service Tax; Audit Compliance
40782,Creditors; Depreciation; Accounting; Taxation; Auditor,Balance Sheet,,,,,,,Budgeting; MIS
27888,conveyor belt; material handling belt; conveyor care products; impact pad; bulk material handling,civil engineer,,,,,,,Civil Engineering
118685,UX; HFI; UX design; responsive design; UX designer,wire frame,,,,,,,wireframe; UI
52218,Fresher; Big 4 Accounting Firm; EY; AP Process; GL Process; MNC; Accounts Payable; Accounts Receivable,F&amp;A,,,,,,,AR Process; General Ledger; Process Analyst; Ernst Young; Accounting; Financial Accounting; Data Analysis; Business Analyst
67773,audit; stores; iso; procurement; food safety; maintenance,pm,,,,,,,budgeting; sourcing; psm
108139,NHibernate; NUnit; Spring.net; Entity Framework; WCF; JQuery,MVC,,,,,,,ASP.Net; Javascript; Design Patterns
18797,Analyser; financial ratios; credit analysis; credit risk,,,,,,,,
111456,Written Communication; Communication Skills; Excel; Automation Tools; Business Process; scripting,Project Execution,,,,,,,Process Automation; Order Processing; Visual Basic
117466,development; coordination; induction training; coordinating; mis; training manager,learning,,,,,,,managerial; administrative; documentation
11754,Solution Architecting; AWS Solution Architect; AWS Certified Solution architect; AWS cloud,,,,,,,,
20436,Cryptographic; Message Secure; Secure; Security issues; encryption; Cyber security; CISM; CISA,Cryptography,,,,,,,PKI Server; PKI; Metrics; CISSP
57064,Industrial; Employee Relations &amp; Compliance; Compliance; IR; Employee Relations,HR,,,,,,,Industrial Relations strategy
83286,Pre Sales - Consultant; Presales; ERP; RFP; product management,RFQ,,,,,,,RFI; product development
88098,Business Banking; RM,,,,,,,,
31845,Casa; retail Assets; Customer Service,,,,,,,,
7436,clinical_data; crf; case_review_form,,,,,,,,
121497,Internal Audit; Team Leading; Auditing,,,,,,,,
87097,development; information management; standards; sql; html; test plans,business intelligence,,,,,,,unix; windows; computer science
11980,book keeping; taxation work; tally software; spoken english; tally; accounting,taxation,,,,,,,be; ms office; account
100301,events; conferences; analytics; promotional campaigns; product marketing; digital media,pr,,,,,,,business development; market intelligence; business strategy
73237,Core Banking; Trade Finance; Techno Functional; Data Modeling; SAP IS,MISYS,,,,,,,Product Implementation; MISYS TI PLUS; CORPORATE AND INVESTMENT BANKING
